ID;Название;Вердикт;Status;Длина_Ряда;Среднее_Значение;Станд_Отклонение;Коэф_Вариации;Асимметрия_Сдвига;Эксцесс_Хвостов;Процентиль_75;Процентиль_95;Коэф_Аномалий_Шага;Энтропия_Шеннона;Энтропия_Перестановок;Приближенная_Энтропия_ApEn;Автокорреляция_Лаг1;Автокорреляция_Лаг2;Автокорреляция_Лаг3;Автокорреляция_Лаг4;Автокорреляция_Лаг5;Энергия_Спектра_Фурье;Главная_Частота_Фурье;Пик_Амплитуды_Фурье;Медианная_Частота_Фурье;Дисперсия_Спектра_Фурье;Спектральная_Энтропия_Фурье;Радиус_Векторного_Облака;Физическая_Длина_Змеи;Доля_Оси_PCA_X;Доля_Оси_PCA_Y;Доля_Оси_PCA_Z;Сила_Ротора_Закрутки;Индекс_Сквозных_Дыр;Коэф_Ветвления_Пирсона;Фрактал_Размерность_GP;Показатель_Херста_Памяти;Девиация_Закона_Бенфорда;Доля_Первых_Единиц_Бенфорда;Бенфорд_Хи_Квадрат;Бенфорд_KL_Дивергенция;Бенфорд_Стат_Вердикт
"=""A003498""";High temperature series for internal energy for spherical model on f.c.c. lattice.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.0044;Успешно;"=""20.0""";"=""197008710815640.06""";"=""738235710358006.0""";"=""3.7472""";"=""4.0044""";"=""14.3435""";"=""496750449735.0""";"=""623502000218730.9""";"=""16.31""";"=""4.3219""";"=""-0.0""";"=""0.3944""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.133905697442162e+32""";"=""1.0""";"=""3903582010883983.5""";"=""6.0""";"=""331647684856000.1""";"=""3.3149""";"=""384215943140861.06""";"=""3417015220957653.0""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""5.754080637667876e+25""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5163""";"=""0.0124""";"=""0.3""";"=""-1.0""";"=""0.1621""";Мало данных (Оценка по KL)
"=""A003499""";a(n) = 6*a(n-1) - a(n-2), with a(0) = 2, a(1) = 6.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.2845;Успешно;"=""23.0""";"=""3648782770641704.5""";"=""1.4255237181972336e+16""";"=""3.9068""";"=""4.2845""";"=""16.835""";"=""6054978619780.0""";"=""1.0940133091390552e+16""";"=""18.23""";"=""4.5236""";"=""-0.0""";"=""0.3557""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""5.37495176917288e+34""";"=""1.0""";"=""8.315464441259563e+16""";"=""6.0""";"=""8257984686771737.0""";"=""3.4493""";"=""7101308130324568.0""";"=""7.05688120093618e+16""";"=""1.0""";"=""0.0""";"=""0.0""";"=""108.36""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5259""";"=""0.0203""";"=""0.3043""";"=""-1.0""";"=""0.2081""";Мало данных (Оценка по KL)
"=""A003500""";a(n) = 4*a(n-1) - a(n-2) with a(0) = 2, a(1) = 4.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.3353;Успешно;"=""26.0""";"=""10451391499080.23""";"=""39121035451892.7""";"=""3.7431""";"=""4.3353""";"=""17.7794""";"=""60147656058.5""";"=""43546819909322.5""";"=""18.3""";"=""4.7004""";"=""-0.0""";"=""0.4844""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""5.296006887060337e+29""";"=""1.0""";"=""267872110324187.22""";"=""7.0""";"=""37993131248999.54""";"=""3.6746""";"=""20110244724382.13""";"=""206436634547086.62""";"=""1.0""";"=""0.0""";"=""0.0""";"=""33.91""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5505""";"=""0.037""";"=""0.4231""";"=""-1.0""";"=""0.3752""";Нетипичный ряд
"=""A003501""";a(n) = 5*a(n-1) - a(n-2), with a(0) = 2, a(1) = 5.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.304;Успешно;"=""24.0""";"=""235427021566660.0""";"=""902999609967474.4""";"=""3.8356""";"=""4.304""";"=""17.1874""";"=""719842902538.25""";"=""822388285563802.5""";"=""18.2""";"=""4.585""";"=""-0.0""";"=""0.4833""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""2.416787266283433e+32""";"=""1.0""";"=""5587145742862372.0""";"=""6.0""";"=""655698951106773.4""";"=""3.5695""";"=""454580102088964.06""";"=""4571465051171440.0""";"=""1.0""";"=""0.0""";"=""0.0""";"=""61.82""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5343""";"=""0.0038""";"=""0.2917""";"=""-1.0""";"=""0.0349""";Мало данных (Оценка по KL)
"=""A003502""";The smaller of a betrothed pair.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9869;Успешно;"=""33.0""";"=""858068.67""";"=""797096.64""";"=""0.9289""";"=""0.4856""";"=""-1.1554""";"=""1236536.0""";"=""2182145.6""";"=""8.88""";"=""5.0444""";"=""-0.0""";"=""1.6754""";"=""0.9869""";"=""0.9714""";"=""0.9572""";"=""0.9435""";"=""0.9347""";"=""345955185557311.0""";"=""1.0""";"=""15237441.46""";"=""5.0""";"=""3505537.94""";"=""3.3889""";"=""1176304.46""";"=""5255617.89""";"=""0.8666""";"=""0.085""";"=""0.0483""";"=""223082252116.15""";"=""0.0""";"=""0.0579""";"=""0.0""";"=""0.767""";"=""0.0587""";"=""0.4848""";"=""12.1695""";"=""0.3314""";Значим (Хи-Квадрат OK)
"=""A003503""";The larger of a betrothed pair.;[Класс 18] Сверхсложная нелинейная форма, энтропия=2.0214;Успешно;"=""32.0""";"=""1080022.31""";"=""1012343.71""";"=""0.9373""";"=""0.5662""";"=""-0.9048""";"=""1797818.0""";"=""2880241.2""";"=""4.58""";"=""5.0""";"=""2.0214""";"=""1.9887""";"=""0.9326""";"=""0.9167""";"=""0.9049""";"=""0.8892""";"=""0.9078""";"=""528426556560447.94""";"=""1.0""";"=""17911255.86""";"=""6.0""";"=""4030116.17""";"=""3.5083""";"=""1489723.28""";"=""14760670.96""";"=""0.7537""";"=""0.1276""";"=""0.1187""";"=""1293321687331.32""";"=""0.0""";"=""-0.4052""";"=""0.0""";"=""0.7584""";"=""0.0365""";"=""0.4062""";"=""8.9548""";"=""0.2999""";Значим (Хи-Квадрат OK)
"=""A003504""";"a(0)=a(1)=1; thereafter a(n+1) = (1/n)*Sum_{k=0..n} a(k)^2 (a(n) is not always integral!).";[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.3282;Успешно;"=""14.0""";"=""1.293341941226381e+83""";"=""4.6632106857998494e+83""";"=""3.6056""";"=""3.3282""";"=""nan""";"=""200695717090.0""";"=""6.337375512009261e+83""";"=""13.0""";"=""3.6645""";"=""-0.0""";"=""0.2573""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""0.9991""";"=""2.2949901931551262e+169""";"=""6.0""";"=""1.8106787177169336e+84""";"=""4.0""";"=""2.30571162500973e+68""";"=""2.8074""";"=""2.7663147076230924e+83""";"=""1.8106787177169333e+84""";"=""1.0""";"=""0.0""";"=""0.0""";"=""1.178693029470944e+105""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.486""";"=""0.0281""";"=""0.4286""";"=""-1.0""";"=""0.2861""";Нетипичный ряд
"=""A003505""";Number of simple tournaments with n nodes.;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=3611.9454;Успешно;"=""8.0""";"=""501.12""";"=""1242.91""";"=""2.4802""";"=""2.2555""";"=""3.1108""";"=""62.0""";"=""2531.3""";"=""6.62""";"=""2.4056""";"=""1.2516""";"=""0.3768""";"=""0.9998""";"=""0.9918""";"=""0.8972""";"=""-0.9988""";"=""0.0""";"=""55889468.0""";"=""1.0""";"=""3929.61""";"=""2.0""";"=""129.92""";"=""1.9991""";"=""1040.53""";"=""3791.93""";"=""0.9986""";"=""0.001""";"=""0.0004""";"=""3611.95""";"=""0.0003""";"=""0.9998""";"=""0.0""";"=""0.4672""";"=""1.0""";"=""0.301""";"=""-1.0""";"=""4.0""";Слишком короткий
"=""A003506""";Triangle of denominators in Leibniz's Harmonic Triangle a(n,k), n >= 1, 1 <= k <= n.;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=319647.0494;Успешно;"=""66.0""";"=""310.32""";"=""579.71""";"=""1.8681""";"=""2.6486""";"=""6.7749""";"=""280.0""";"=""1320.0""";"=""6.27""";"=""5.0518""";"=""1.9189""";"=""0.4625""";"=""0.8791""";"=""0.5779""";"=""0.2395""";"=""-0.0082""";"=""-0.1263""";"=""731954795.0""";"=""1.0""";"=""13331.35""";"=""8.0""";"=""3882.06""";"=""3.6488""";"=""721.51""";"=""19552.67""";"=""0.677""";"=""0.2747""";"=""0.0482""";"=""319647.05""";"=""0.002""";"=""0.742""";"=""0.0""";"=""0.7""";"=""0.0023""";"=""0.2727""";"=""1.5435""";"=""0.016""";Значим (Хи-Квадрат OK)
"=""A003507""";Number of rigid tournaments with n nodes.;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=2182.0627;Успешно;"=""8.0""";"=""498.62""";"=""1239.27""";"=""2.4854""";"=""2.2559""";"=""3.1117""";"=""59.5""";"=""2522.1""";"=""6.63""";"=""2.5""";"=""1.2516""";"=""0.3768""";"=""0.9999""";"=""0.9935""";"=""0.7819""";"=""-0.6164""";"=""-0.999""";"=""55571272.0""";"=""1.0""";"=""3916.01""";"=""2.0""";"=""128.12""";"=""1.9992""";"=""1037.6""";"=""3779.61""";"=""0.999""";"=""0.0007""";"=""0.0003""";"=""2182.06""";"=""0.0003""";"=""0.9999""";"=""0.0""";"=""0.4672""";"=""1.0""";"=""0.301""";"=""-1.0""";"=""4.0""";Слишком короткий
"=""A003508""";"a(1) = 1; for n>1, a(n) = a(n-1) + 1 + sum of distinct prime factors of a(n-1) that are < a(n-1).";[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9937;Успешно;"=""54.0""";"=""530.91""";"=""592.23""";"=""1.1155""";"=""1.0362""";"=""-0.3016""";"=""857.75""";"=""1712.95""";"=""13.15""";"=""5.7549""";"=""-0.0""";"=""1.1757""";"=""0.9937""";"=""0.9882""";"=""0.9849""";"=""0.9827""";"=""0.9797""";"=""511637259.0""";"=""1.0""";"=""17469.22""";"=""6.0""";"=""3438.14""";"=""4.0579""";"=""819.44""";"=""4226.42""";"=""0.906""";"=""0.0567""";"=""0.0374""";"=""85776.68""";"=""0.0003""";"=""0.0356""";"=""0.0""";"=""0.7806""";"=""0.0227""";"=""0.3889""";"=""10.031""";"=""0.1452""";Значим (Хи-Квадрат OK)
A003509;a(n) is the index of the first occurrence of n in A155934(m) = k(m) = the least integer such that every m X m (0,1)-matrix with exactly k(m) ones in each row and in each column contains a 2 X 2 submatrix without zeros.;Пропущен (Слишком короткий ряд);Skip;"=""6.0""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"=""A003510""";An equivalence relation on permutations.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.5693;Успешно;"=""24.0""";"=""5.2002817417546e+19""";"=""2.3673765738481503e+20""";"=""4.5524""";"=""4.5693""";"=""18.9348""";"=""149785121610693.25""";"=""5.0632747885376e+19""";"=""21.85""";"=""4.5016""";"=""-0.0""";"=""0.3446""";"=""1.0""";"=""1.0""";"=""1.0""";"=""0.9999""";"=""1.0""";"=""1.6778926238737502e+43""";"=""1.0""";"=""1.245731404599857e+21""";"=""6.0""";"=""4.127518208171143e+19""";"=""3.5841""";"=""1.0299554219208625e+20""";"=""1.1874242562713715e+21""";"=""1.0""";"=""0.0""";"=""0.0""";"=""2.6308662375067974e+36""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.4949""";"=""0.0356""";"=""0.375""";"=""-1.0""";"=""0.3207""";Нетипичный ряд
"=""A003511""";A Beatty sequence: floor( n * (1 + sqrt(3))/2 ).;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9998;Успешно;"=""71.0""";"=""48.68""";"=""27.98""";"=""0.5748""";"=""-0.0014""";"=""-1.2036""";"=""72.5""";"=""91.5""";"=""1.47""";"=""6.1497""";"=""-0.0""";"=""1.6572""";"=""0.9998""";"=""0.9999""";"=""0.9999""";"=""0.9998""";"=""0.9999""";"=""1973287.0""";"=""1.0""";"=""1096.56""";"=""6.0""";"=""193.91""";"=""4.3574""";"=""40.82""";"=""169.87""";"=""0.9861""";"=""0.0073""";"=""0.0066""";"=""69.11""";"=""0.0062""";"=""-0.5682""";"=""0.0""";"=""0.8038""";"=""0.0528""";"=""0.1127""";"=""26.6601""";"=""0.2625""";Нетипичный ряд
"=""A003512""";A Beatty sequence: floor(n*(sqrt(3) + 2)).;[Класс 3] Абсолютный кристаллический тренд, память Lag1=1.0;Успешно;"=""50.0""";"=""94.66""";"=""53.86""";"=""0.569""";"=""-0.0009""";"=""-1.2016""";"=""140.25""";"=""177.2""";"=""1.07""";"=""5.6439""";"=""-0.0""";"=""2.1161""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""3630955.0""";"=""1.0""";"=""1486.34""";"=""6.0""";"=""294.63""";"=""4.0072""";"=""77.58""";"=""305.67""";"=""0.9928""";"=""0.0039""";"=""0.0033""";"=""119.34""";"=""0.0033""";"=""-0.3714""";"=""0.0""";"=""0.7861""";"=""0.0779""";"=""0.54""";"=""17.0075""";"=""0.2465""";Нетипичный ряд
"=""A003513""";Number of regular sequences of length n.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.8806;Успешно;"=""18.0""";"=""1.794344701099022e+35""";"=""7.397830472641719e+35""";"=""4.1229""";"=""3.8806""";"=""13.0588""";"=""1.0866177070055922e+21""";"=""4.846006997744751e+35""";"=""17.0""";"=""4.1699""";"=""-0.0""";"=""0.2146""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""9.387388340357332e+73""";"=""1.0""";"=""3.229809461992642e+36""";"=""5.0""";"=""1.2732484855693247e+32""";"=""3.1699""";"=""3.784717918911025e+35""";"=""3.2296381143244206e+36""";"=""1.0""";"=""0.0""";"=""0.0""";"=""1.958012194832346e+63""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.4901""";"=""0.0828""";"=""0.5556""";"=""-1.0""";"=""0.4876""";Нетипичный ряд
"=""A003514""";Number of series-reduced labeled graphs with n nodes.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.75;Успешно;"=""17.0""";"=""7.43265241102052e+34""";"=""2.9729675262964755e+35""";"=""3.9999""";"=""3.75""";"=""12.0625""";"=""5.421246944421217e+19""";"=""2.5273260569319878e+35""";"=""16.0""";"=""3.9698""";"=""-0.0""";"=""0.2237""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.2771684393437339e+73""";"=""1.0""";"=""1.263548385623022e+36""";"=""4.0""";"=""2.548092281268369e+31""";"=""3.0""";"=""1.5723690764021237e+35""";"=""1.2635135346633598e+36""";"=""1.0""";"=""0.0""";"=""0.0""";"=""9.641604004999246e+61""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.4893""";"=""0.0369""";"=""0.3529""";"=""-1.0""";"=""0.3633""";Нетипичный ряд
"=""A003515""";Number of series-reduced connected labeled graphs with n nodes.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.75;Успешно;"=""17.0""";"=""7.429134706573166e+34""";"=""2.971560526041428e+35""";"=""3.9999""";"=""3.75""";"=""12.0625""";"=""5.393885722732653e+19""";"=""2.526129841786237e+35""";"=""16.0""";"=""3.8522""";"=""0.6998""";"=""0.2237""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.2759598482095393e+73""";"=""1.0""";"=""1.262950378069644e+36""";"=""4.0""";"=""2.545869200472587e+31""";"=""3.0""";"=""1.5716249299628978e+35""";"=""1.2629155575168234e+36""";"=""1.0""";"=""0.0""";"=""0.0""";"=""9.618550400300432e+61""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.4893""";"=""0.0483""";"=""0.2667""";"=""-1.0""";"=""0.5295""";Нетипичный ряд
"=""A003516""";Binomial coefficients C(2n+1, n-2).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.9783;Успешно;"=""22.0""";"=""763293394448.82""";"=""2658276662585.25""";"=""3.4826""";"=""3.9783""";"=""14.6156""";"=""10468816792.5""";"=""3051400910212.2""";"=""15.7""";"=""4.4594""";"=""-0.0""";"=""0.5481""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.760287323497136e+27""";"=""1.0""";"=""16493242959761.56""";"=""6.0""";"=""2232375852714.27""";"=""3.4368""";"=""1451091168451.27""";"=""12970563056598.01""";"=""1.0""";"=""0.0""";"=""0.0""";"=""5.405893858049799e+19""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5428""";"=""0.0404""";"=""0.2727""";"=""-1.0""";"=""0.4658""";Нетипичный ряд
"=""A003517""";Number of permutations of [n+1] with exactly 1 increasing subsequence of length 3.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.357;Успешно;"=""26.0""";"=""31086917389930.81""";"=""117287301520426.66""";"=""3.7729""";"=""4.357""";"=""17.9379""";"=""156717077770.5""";"=""127067248624155.0""";"=""18.48""";"=""4.7004""";"=""-0.0""";"=""0.4844""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""4.7618224337412475e+30""";"=""1.0""";"=""797240536104425.8""";"=""7.0""";"=""110923604077294.77""";"=""3.676""";"=""59797324092785.13""";"=""618602165205609.5""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""1.5131274386580085e+24""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5486""";"=""0.0081""";"=""0.3462""";"=""-1.0""";"=""0.0542""";Мало данных (Оценка по KL)
"=""A003518""";a(n) = 8*binomial(2*n+1,n-3)/(n+5).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.2671;Успешно;"=""25.0""";"=""33567332567251.88""";"=""124360247714883.92""";"=""3.7048""";"=""4.2671""";"=""17.1187""";"=""187187399448.0""";"=""137026933423071.66""";"=""17.79""";"=""4.6439""";"=""-0.0""";"=""0.4988""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""4.8329597536585286e+30""";"=""1.0""";"=""827038472708286.1""";"=""6.0""";"=""113639711255159.03""";"=""3.5616""";"=""64371033477811.24""";"=""643957719656147.2""";"=""1.0""";"=""0.0""";"=""0.0""";"=""6.659448885219027e+23""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5473""";"=""0.0053""";"=""0.28""";"=""-1.0""";"=""0.0545""";Мало данных (Оценка по KL)
"=""A003519""";a(n) = 10*binomial(2*n + 1, n - 4)/(n + 6).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.2759;Успешно;"=""25.0""";"=""118886035628727.56""";"=""441987543654775.56""";"=""3.7177""";"=""4.2759""";"=""17.1817""";"=""612815891050.0""";"=""481378684664603.8""";"=""17.86""";"=""4.6439""";"=""-0.0""";"=""0.4988""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""6.1047808983119425e+31""";"=""1.0""";"=""2930018256421464.0""";"=""6.0""";"=""399219812388708.94""";"=""3.5621""";"=""227968865464743.22""";"=""2288168209567080.0""";"=""1.0""";"=""0.0""";"=""0.0""";"=""6.093882177923115e+24""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5464""";"=""0.0214""";"=""0.36""";"=""-1.0""";"=""0.2093""";Мало данных (Оценка по KL)
"=""A003520""";"a(n) = a(n-1) + a(n-5); a(0) = ... = a(4) = 1.";[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.1579;Успешно;"=""51.0""";"=""51575.75""";"=""127630.09""";"=""2.4746""";"=""3.1579""";"=""9.8006""";"=""19370.5""";"=""322380.5""";"=""12.26""";"=""5.4448""";"=""-0.0""";"=""0.0605""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""21184415570350.0""";"=""1.0""";"=""2410794.12""";"=""13.0""";"=""533007.47""";"=""4.354""";"=""108871.15""";"=""887467.33""";"=""1.0""";"=""0.0""";"=""0.0""";"=""27835.69""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6943""";"=""0.0018""";"=""0.3333""";"=""0.7998""";"=""0.0119""";Значим (Хи-Квадрат OK)
"=""A003521""";Values of m in the discriminant D = -4*m leading to a new minimum of the L-function of the Dirichlet series L(1) = Sum_{k>=1} Kronecker(D,k)/k.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9561;Успешно;"=""14.0""";"=""122618.5""";"=""252888.98""";"=""2.0624""";"=""2.8555""";"=""6.9717""";"=""100437.25""";"=""534385.75""";"=""9.22""";"=""3.8074""";"=""-0.0""";"=""1.0126""";"=""0.9561""";"=""0.8398""";"=""0.8719""";"=""0.9194""";"=""0.8475""";"=""6565267511595.0""";"=""1.0""";"=""1331746.63""";"=""4.0""";"=""180454.56""";"=""2.7828""";"=""184935.83""";"=""1101519.43""";"=""0.8791""";"=""0.1003""";"=""0.0206""";"=""9846672299.92""";"=""0.0""";"=""0.9622""";"=""0.0""";"=""0.5381""";"=""0.0271""";"=""0.2857""";"=""-1.0""";"=""0.2234""";Мало данных (Оценка по KL)
"=""A003522""";a(n) = Sum_{k=0..n} C(n-k,3k).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.0511;Успешно;"=""39.0""";"=""123818296.62""";"=""398000377.45""";"=""3.2144""";"=""4.0511""";"=""16.5101""";"=""7721614.5""";"=""710881748.4""";"=""17.11""";"=""5.0803""";"=""-0.0""";"=""0.6753""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.2046647049169084e+20""";"=""1.0""";"=""4667823616.77""";"=""10.0""";"=""1002793216.99""";"=""4.1245""";"=""251021675.39""";"=""2566852678.77""";"=""1.0""";"=""0.0""";"=""0.0""";"=""33787872442.53""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6276""";"=""0.0078""";"=""0.359""";"=""2.832""";"=""0.0602""";Значим (Хи-Квадрат OK)
"=""A003523""";Divisors of 2^10 - 1.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9956;Успешно;"=""8.0""";"=""192.0""";"=""331.42""";"=""1.7262""";"=""1.8829""";"=""1.9985""";"=""155.0""";"=""784.3""";"=""4.67""";"=""3.0""";"=""-0.0""";"=""0.8906""";"=""0.9956""";"=""0.9688""";"=""0.8331""";"=""0.9997""";"=""0.9975""";"=""3806760.0""";"=""1.0""";"=""1251.49""";"=""2.0""";"=""194.79""";"=""1.9708""";"=""299.16""";"=""1089.87""";"=""0.9538""";"=""0.0275""";"=""0.0187""";"=""6421.18""";"=""0.0009""";"=""0.9838""";"=""0.0""";"=""0.5214""";"=""1.0""";"=""0.301""";"=""-1.0""";"=""4.0""";Слишком короткий
"=""A003524""";Divisors of 2^12 - 1.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.6899;Успешно;"=""24.0""";"=""364.0""";"=""839.92""";"=""2.3075""";"=""3.6899""";"=""13.3273""";"=""283.5""";"=""1283.1""";"=""15.34""";"=""4.585""";"=""-0.0""";"=""1.017""";"=""0.9495""";"=""0.9059""";"=""0.8913""";"=""0.9002""";"=""0.8683""";"=""208473920.0""";"=""1.0""";"=""6811.02""";"=""6.0""";"=""1035.96""";"=""3.5422""";"=""569.96""";"=""4577.18""";"=""0.8738""";"=""0.1161""";"=""0.0101""";"=""110311.27""";"=""0.0002""";"=""0.9486""";"=""0.0""";"=""0.5912""";"=""0.0133""";"=""0.2917""";"=""-1.0""";"=""0.0843""";Мало данных (Оценка по KL)
"=""A003525""";Divisors of 2^14 - 1.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9636;Успешно;"=""8.0""";"=""2816.0""";"=""5419.48""";"=""1.9245""";"=""1.882""";"=""1.9633""";"=""1651.0""";"=""12560.3""";"=""4.67""";"=""3.0""";"=""-0.0""";"=""0.7356""";"=""0.9636""";"=""0.95""";"=""0.8157""";"=""1.0""";"=""0.9628""";"=""1003258408.0""";"=""1.0""";"=""20453.62""";"=""2.0""";"=""3569.06""";"=""1.9616""";"=""5007.81""";"=""17586.24""";"=""0.9192""";"=""0.075""";"=""0.0058""";"=""4897574.92""";"=""0.0001""";"=""0.9134""";"=""0.0""";"=""0.5269""";"=""1.0""";"=""0.301""";"=""-1.0""";"=""4.0""";Слишком короткий
